BOROUGH,ZIP,REASON,COLLISIONS
Queens,11417,Physical Disability,28
Queens,11417,Prescription Medication,33
Queens,11417,Reaction to Uninvolved Vehicle,75
Queens,11417,Steering Failure,4
Queens,11417,Texting,1
Queens,11417,Tire Failure/Inadequate,8
Queens,11417,Traffic Control Device Improper/Non-Working,3
Queens,11417,Traffic Control Disregarded,144
Queens,11417,Turning Improperly,122
Queens,11417,Unsafe Lane Changing,134
Queens,11417,Unsafe Speed,108
Queens,11417,Unspecified,2167
Queens,11417,View Obstructed/Limited,22
Queens,11418,80,1
Queens,11418,Accelerator Defective,3
Queens,11418,Aggressive Driving/Road Rage,24
Queens,11418,Alcohol Involvement,103
Queens,11418,Animals Action,4
Queens,11418,Backing Unsafely,299
Queens,11418,Brakes Defective,18
Queens,11418,Cell Phone (hand-Held),1
Queens,11418,Cell Phone (hands-free),1
Queens,11418,Driver Inattention/Distraction,2300
Queens,11418,Driver Inexperience,109
Queens,11418,Driverless/Runaway Vehicle,1
Queens,11418,Drugs (Illegal),3
Queens,11418,Drugs (illegal),3
Queens,11418,Failure to Keep Right,7
Queens,11418,Failure to Yield Right-of-Way,311
Queens,11418,Fatigued/Drowsy,90
Queens,11418,Fell Asleep,13
Queens,11418,Following Too Closely,151
Queens,11418,Glare,16
Queens,11418,Headlights Defective,1
Queens,11418,Illnes,2
Queens,11418,Illness,3
Queens,11418,Lost Consciousness,40
Queens,11418,Obstruction/Debris,15
Queens,11418,Other Electronic Device,10
Queens,11418,Other Lighting Defects,2
Queens,11418,Other Vehicular,125
Queens,11418,Outside Car Distraction,37
Queens,11418,Oversized Vehicle,35
Queens,11418,Passenger Distraction,15
Queens,11418,Passing Too Closely,100
Queens,11418,Passing or Lane Usage Improper,120
Queens,11418,Pavement Defective,3
Queens,11418,Pavement Slippery,91
Queens,11418,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,12
Queens,11418,Physical Disability,43
Queens,11418,Prescription Medication,42
Queens,11418,Reaction to Other Uninvolved Vehicle,6
Queens,11418,Reaction to Uninvolved Vehicle,33
Queens,11418,Shoulders Defective/Improper,1
Queens,11418,Steering Failure,15
Queens,11418,Tire Failure/Inadequate,15
Queens,11418,Tow Hitch Defective,1
Queens,11418,Traffic Control Device Improper/Non-Working,1
Queens,11418,Traffic Control Disregarded,148
Queens,11418,Turning Improperly,97
Queens,11418,Unsafe Lane Changing,47
Queens,11418,Unsafe Speed,57
Queens,11418,Unspecified,1103
Queens,11418,View Obstructed/Limited,20
Queens,11419,Accelerator Defective,2
Queens,11419,Aggressive Driving/Road Rage,50
Queens,11419,Alcohol Involvement,168
Queens,11419,Animals Action,1
Queens,11419,Backing Unsafely,423
Queens,11419,Brakes Defective,15
Queens,11419,Cell Phone (hand-Held),1
Queens,11419,Cell Phone (hand-held),1
Queens,11419,Cell Phone (hands-free),1
Queens,11419,Driver Inattention/Distraction,2242
Queens,11419,Driver Inexperience,137
Queens,11419,Driverless/Runaway Vehicle,4
Queens,11419,Drugs (Illegal),1
Queens,11419,Drugs (illegal),4
Queens,11419,Failure to Keep Right,14
Queens,11419,Failure to Yield Right-of-Way,532
Queens,11419,Fatigued/Drowsy,95
Queens,11419,Fell Asleep,14
Queens,11419,Following Too Closely,151
Queens,11419,Glare,15
Queens,11419,Illnes,5
Queens,11419,Illness,4
Queens,11419,Lane Marking Improper/Inadequate,1
Queens,11419,Lost Consciousness,57
Queens,11419,Obstruction/Debris,6
Queens,11419,Other Electronic Device,13
Queens,11419,Other Vehicular,134
Queens,11419,Outside Car Distraction,36
Queens,11419,Oversized Vehicle,16
Queens,11419,Passenger Distraction,17
Queens,11419,Passing Too Closely,209
Queens,11419,Passing or Lane Usage Improper,218
Queens,11419,Pavement Defective,7
Queens,11419,Pavement Slippery,68
Queens,11419,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,15
Queens,11419,Physical Disability,102
Queens,11419,Prescription Medication,39
Queens,11419,Reaction to Other Uninvolved Vehicle,9
Queens,11419,Reaction to Uninvolved Vehicle,41
Queens,11419,Shoulders Defective/Improper,1
Queens,11419,Steering Failure,12
Queens,11419,Tire Failure/Inadequate,11
Queens,11419,Traffic Control Device Improper/Non-Working,9
Queens,11419,Traffic Control Disregarded,213
Queens,11419,Turning Improperly,83
Queens,11419,Unsafe Lane Changing,31
Queens,11419,Unsafe Speed,100
Queens,11419,Unspecified,2002
Queens,11419,Vehicle Vandalism,1
Queens,11419,View Obstructed/Limited,36
Queens,11420,Aggressive Driving/Road Rage,31
Queens,11420,Alcohol Involvement,129
Queens,11420,Animals Action,7
Queens,11420,Backing Unsafely,308
Queens,11420,Brakes Defective,17
Queens,11420,Cell Phone (hand-Held),1
Queens,11420,Cell Phone (hands-free),1
Queens,11420,Driver Inattention/Distraction,1858
Queens,11420,Driver Inexperience,113
Queens,11420,Driverless/Runaway Vehicle,4
Queens,11420,Drugs (illegal),2
Queens,11420,Failure to Keep Right,13
Queens,11420,Failure to Yield Right-of-Way,889
Queens,11420,Fatigued/Drowsy,104
Queens,11420,Fell Asleep,20
Queens,11420,Following Too Closely,404
Queens,11420,Glare,15
Queens,11420,Headlights Defective,2
Queens,11420,Illnes,10
Queens,11420,Illness,3
Queens,11420,Lane Marking Improper/Inadequate,2
Queens,11420,Lost Consciousness,30
Queens,11420,Obstruction/Debris,17
Queens,11420,Other Electronic Device,5
Queens,11420,Other Vehicular,143
Queens,11420,Outside Car Distraction,45
Queens,11420,Oversized Vehicle,13
Queens,11420,Passenger Distraction,12
Queens,11420,Passing Too Closely,296
Queens,11420,Passing or Lane Usage Improper,393
Queens,11420,Pavement Defective,13
Queens,11420,Pavement Slippery,72
Queens,11420,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,18
Queens,11420,Physical Disability,86
Queens,11420,Prescription Medication,39
Queens,11420,Reaction to Other Uninvolved Vehicle,4
Queens,11420,Reaction to Uninvolved Vehicle,107
Queens,11420,Steering Failure,14
Queens,11420,Tinted Windows,1
Queens,11420,Tire Failure/Inadequate,17
Queens,11420,Traffic Control Device Improper/Non-Working,12
Queens,11420,Traffic Control Disregarded,307
Queens,11420,Turning Improperly,236
Queens,11420,Unsafe Lane Changing,219
Queens,11420,Unsafe Speed,130
Queens,11420,Unspecified,2999
Queens,11420,Using On Board Navigation Device,1
Queens,11420,Vehicle Vandalism,1
Queens,11420,View Obstructed/Limited,46
Queens,11421,80,1
Queens,11421,Accelerator Defective,4
Queens,11421,Aggressive Driving/Road Rage,20
Queens,11421,Alcohol Involvement,84
Queens,11421,Animals Action,9
Queens,11421,Backing Unsafely,221
Queens,11421,Brakes Defective,14
Queens,11421,Cell Phone (hands-free),1
Queens,11421,Driver Inattention/Distraction,1930
Queens,11421,Driver Inexperience,91
Queens,11421,Driverless/Runaway Vehicle,2
Queens,11421,Drugs (Illegal),5
Queens,11421,Drugs (illegal),2
Queens,11421,Failure to Keep Right,18
Queens,11421,Failure to Yield Right-of-Way,236
Queens,11421,Fatigued/Drowsy,97
Queens,11421,Fell Asleep,12
Queens,11421,Following Too Closely,157
Queens,11421,Glare,8
Queens,11421,Headlights Defective,1
Queens,11421,Illnes,2
Queens,11421,Illness,2
Queens,11421,Lane Marking Improper/Inadequate,2
Queens,11421,Lost Consciousness,35
Queens,11421,Obstruction/Debris,12
Queens,11421,Other Electronic Device,10
Queens,11421,Other Vehicular,64
Queens,11421,Outside Car Distraction,37
Queens,11421,Oversized Vehicle,30
Queens,11421,Passenger Distraction,21
Queens,11421,Passing Too Closely,83
Queens,11421,Passing or Lane Usage Improper,81
Queens,11421,Pavement Defective,6
Queens,11421,Pavement Slippery,83
Queens,11421,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,14
Queens,11421,Physical Disability,47
Queens,11421,Prescription Medication,40
Queens,11421,Reaction to Other Uninvolved Vehicle,2
Queens,11421,Reaction to Uninvolved Vehicle,30
Queens,11421,Steering Failure,13
Queens,11421,Tire Failure/Inadequate,4
Queens,11421,Traffic Control Device Improper/Non-Working,6
Queens,11421,Traffic Control Disregarded,115
Queens,11421,Turning Improperly,73
Queens,11421,Unsafe Lane Changing,28
Queens,11421,Unsafe Speed,49
Queens,11421,Unspecified,913
Queens,11421,View Obstructed/Limited,20
Queens,11422,80,1
Queens,11422,Accelerator Defective,5
Queens,11422,Aggressive Driving/Road Rage,21
Queens,11422,Alcohol Involvement,43
Queens,11422,Animals Action,9
Queens,11422,Backing Unsafely,171
Queens,11422,Brakes Defective,28
Queens,11422,Cell Phone (hand-Held),1
Queens,11422,Cell Phone (hands-free),1
Queens,11422,Driver Inattention/Distraction,966
Queens,11422,Driver Inexperience,55
Queens,11422,Drugs (Illegal),2
Queens,11422,Drugs (illegal),1
Queens,11422,Eating or Drinking,1
Queens,11422,Failure to Keep Right,9
Queens,11422,Failure to Yield Right-of-Way,516
Queens,11422,Fatigued/Drowsy,138
Queens,11422,Fell Asleep,23
Queens,11422,Following Too Closely,349
Queens,11422,Glare,14
Queens,11422,Illnes,6
Queens,11422,Lane Marking Improper/Inadequate,4
Queens,11422,Lost Consciousness,41
Queens,11422,Obstruction/Debris,14
Queens,11422,Other Electronic Device,4
Queens,11422,Other Vehicular,156
Queens,11422,Outside Car Distraction,40
Queens,11422,Oversized Vehicle,11
Queens,11422,Passenger Distraction,7
Queens,11422,Passing Too Closely,52
Queens,11422,Passing or Lane Usage Improper,103
Queens,11422,Pavement Defective,7
Queens,11422,Pavement Slippery,104
Queens,11422,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,10
Queens,11422,Physical Disability,34
Queens,11422,Prescription Medication,46
Queens,11422,Reaction to Other Uninvolved Vehicle,8
Queens,11422,Reaction to Uninvolved Vehicle,77
Queens,11422,Steering Failure,5
Queens,11422,Tire Failure/Inadequate,6
Queens,11422,Tow Hitch Defective,1
Queens,11422,Traffic Control Device Improper/Non-Working,4
Queens,11422,Traffic Control Disregarded,114
Queens,11422,Turning Improperly,107
Queens,11422,Unsafe Lane Changing,63
Queens,11422,Unsafe Speed,91
Queens,11422,Unspecified,4462
Queens,11422,Using On Board Navigation Device,1
Queens,11422,View Obstructed/Limited,67
Queens,11423,Accelerator Defective,4
Queens,11423,Aggressive Driving/Road Rage,21
Queens,11423,Alcohol Involvement,55
Queens,11423,Animals Action,5
Queens,11423,Backing Unsafely,195
Queens,11423,Brakes Defective,15
Queens,11423,Driver Inattention/Distraction,1142
Queens,11423,Driver Inexperience,123
Queens,11423,Driverless/Runaway Vehicle,6
Queens,11423,Drugs (Illegal),1
Queens,11423,Drugs (illegal),2
Queens,11423,Eating or Drinking,1
Queens,11423,Failure to Keep Right,12
Queens,11423,Failure to Yield Right-of-Way,371
Queens,11423,Fatigued/Drowsy,98
Queens,11423,Fell Asleep,9
Queens,11423,Following Too Closely,149
Queens,11423,Glare,15
Queens,11423,Illnes,6
Queens,11423,Illness,8
Queens,11423,Lane Marking Improper/Inadequate,5
Queens,11423,Lost Consciousness,36
Queens,11423,Obstruction/Debris,10
Queens,11423,Other Electronic Device,9
Queens,11423,Other Vehicular,179
Queens,11423,Outside Car Distraction,30
Queens,11423,Oversized Vehicle,22
Queens,11423,Passenger Distraction,9
Queens,11423,Passing Too Closely,97
Queens,11423,Passing or Lane Usage Improper,149
Queens,11423,Pavement Defective,6
Queens,11423,Pavement Slippery,65
Queens,11423,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,7
Queens,11423,Physical Disability,28
Queens,11423,Prescription Medication,39
Queens,11423,Reaction to Other Uninvolved Vehicle,4
Queens,11423,Reaction to Uninvolved Vehicle,42
Queens,11423,Steering Failure,8
Queens,11423,Tire Failure/Inadequate,10
Queens,11423,Tow Hitch Defective,1
Queens,11423,Traffic Control Device Improper/Non-Working,2
Queens,11423,Traffic Control Disregarded,125
Queens,11423,Turning Improperly,96
Queens,11423,Unsafe Lane Changing,52
Queens,11423,Unsafe Speed,101
Queens,11423,Unspecified,1284
Queens,11423,View Obstructed/Limited,35
Queens,11426,80,1
Queens,11426,Accelerator Defective,1
Queens,11426,Aggressive Driving/Road Rage,6
Queens,11426,Alcohol Involvement,29
Queens,11426,Animals Action,1
Queens,11426,Backing Unsafely,72
Queens,11426,Brakes Defective,10
Queens,11426,Cell Phone (hand-Held),1
Queens,11426,Driver Inattention/Distraction,348
Queens,11426,Driver Inexperience,28
Queens,11426,Driverless/Runaway Vehicle,1
Queens,11426,Drugs (Illegal),1
Queens,11426,Drugs (illegal),1
Queens,11426,Failure to Keep Right,6
Queens,11426,Failure to Yield Right-of-Way,172
Queens,11426,Fatigued/Drowsy,26
Queens,11426,Fell Asleep,9
Queens,11426,Following Too Closely,47
Queens,11426,Glare,7
Queens,11426,Illnes,3
Queens,11426,Lost Consciousness,9
Queens,11426,Other Electronic Device,2
Queens,11426,Other Vehicular,52
Queens,11426,Outside Car Distraction,8
Queens,11426,Oversized Vehicle,2
Queens,11426,Passenger Distraction,4
Queens,11426,Passing Too Closely,24
Queens,11426,Passing or Lane Usage Improper,31
Queens,11426,Pavement Defective,1
Queens,11426,Pavement Slippery,27
Queens,11426,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Queens,11426,Physical Disability,15
Queens,11426,Prescription Medication,10
Queens,11426,Reaction to Other Uninvolved Vehicle,1
Queens,11426,Reaction to Uninvolved Vehicle,19
Queens,11426,Steering Failure,4
Queens,11426,Tire Failure/Inadequate,1
Queens,11426,Traffic Control Device Improper/Non-Working,1
Queens,11426,Traffic Control Disregarded,41
Queens,11426,Turning Improperly,39
Queens,11426,Unsafe Lane Changing,18
Queens,11426,Unsafe Speed,28
Queens,11426,Unspecified,1483
Queens,11426,Using On Board Navigation Device,1
Queens,11426,View Obstructed/Limited,15
Queens,11426,Windshield Inadequate,1
Queens,11427,Aggressive Driving/Road Rage,7
Queens,11427,Alcohol Involvement,27
Queens,11427,Animals Action,4
Queens,11427,Backing Unsafely,129
Queens,11427,Brakes Defective,11
Queens,11427,Cell Phone (hand-Held),1
Queens,11427,Driver Inattention/Distraction,454
Queens,11427,Driver Inexperience,55
Queens,11427,Driverless/Runaway Vehicle,3
Queens,11427,Drugs (illegal),1
Queens,11427,Failure to Keep Right,7
Queens,11427,Failure to Yield Right-of-Way,233
Queens,11427,Fatigued/Drowsy,56
Queens,11427,Fell Asleep,14
Queens,11427,Following Too Closely,98
Queens,11427,Glare,14
Queens,11427,Illnes,4
Queens,11427,Illness,2
Queens,11427,Lost Consciousness,14
Queens,11427,Obstruction/Debris,6
Queens,11427,Other Electronic Device,1
Queens,11427,Other Lighting Defects,1
Queens,11427,Other Vehicular,61
Queens,11427,Outside Car Distraction,19
Queens,11427,Oversized Vehicle,8
Queens,11427,Passenger Distraction,5
Queens,11427,Passing Too Closely,28
Queens,11427,Passing or Lane Usage Improper,47
Queens,11427,Pavement Defective,6
Queens,11427,Pavement Slippery,32
Queens,11427,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,5
Queens,11427,Physical Disability,20
Queens,11427,Prescription Medication,29
Queens,11427,Reaction to Other Uninvolved Vehicle,3
Queens,11427,Reaction to Uninvolved Vehicle,19
Queens,11427,Steering Failure,5
Queens,11427,Tire Failure/Inadequate,6
Queens,11427,Tow Hitch Defective,2
Queens,11427,Traffic Control Device Improper/Non-Working,2
Queens,11427,Traffic Control Disregarded,51
Queens,11427,Turning Improperly,70
Queens,11427,Unsafe Lane Changing,37
Queens,11427,Unsafe Speed,32
Queens,11427,Unspecified,1787
Queens,11427,View Obstructed/Limited,18
Queens,11428,Aggressive Driving/Road Rage,9
Queens,11428,Alcohol Involvement,36
Queens,11428,Backing Unsafely,93
Queens,11428,Brakes Defective,12
Queens,11428,Cell Phone (hand-Held),1
Queens,11428,Driver Inattention/Distraction,330
Queens,11428,Driver Inexperience,52
Queens,11428,Driverless/Runaway Vehicle,1
Queens,11428,Failure to Keep Right,5
Queens,11428,Failure to Yield Right-of-Way,270
Queens,11428,Fatigued/Drowsy,22
Queens,11428,Fell Asleep,12
Queens,11428,Following Too Closely,50
Queens,11428,Glare,5
Queens,11428,Illnes,4
Queens,11428,Lane Marking Improper/Inadequate,1
Queens,11428,Lost Consciousness,11
Queens,11428,Obstruction/Debris,3
Queens,11428,Other Electronic Device,1
Queens,11428,Other Vehicular,80
Queens,11428,Outside Car Distraction,21
Queens,11428,Oversized Vehicle,5
Queens,11428,Passenger Distraction,5
Queens,11428,Passing Too Closely,26
Queens,11428,Passing or Lane Usage Improper,31
Queens,11428,Pavement Defective,2
Queens,11428,Pavement Slippery,25
Queens,11428,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,5
Queens,11428,Physical Disability,26
Queens,11428,Prescription Medication,29
Queens,11428,Reaction to Other Uninvolved Vehicle,2
Queens,11428,Reaction to Uninvolved Vehicle,17
Queens,11428,Steering Failure,8
Queens,11428,Tire Failure/Inadequate,2
Queens,11428,Traffic Control Device Improper/Non-Working,2
Queens,11428,Traffic Control Disregarded,53
Queens,11428,Turning Improperly,44
Queens,11428,Unsafe Lane Changing,27
Queens,11428,Unsafe Speed,34
Queens,11428,Unspecified,1722
Queens,11428,View Obstructed/Limited,14
Queens,11429,Accelerator Defective,2
Queens,11429,Aggressive Driving/Road Rage,24
Queens,11429,Alcohol Involvement,28
Queens,11429,Animals Action,1
Queens,11429,Backing Unsafely,105
Queens,11429,Brakes Defective,13
Queens,11429,Cell Phone (hand-Held),1
Queens,11429,Driver Inattention/Distraction,477
Queens,11429,Driver Inexperience,55
Queens,11429,Driverless/Runaway Vehicle,1
Queens,11429,Drugs (illegal),2
Queens,11429,Failure to Keep Right,5
Queens,11429,Failure to Yield Right-of-Way,338
Queens,11429,Fatigued/Drowsy,34
Queens,11429,Fell Asleep,16
Queens,11429,Following Too Closely,69
Queens,11429,Glare,6
Queens,11429,Illnes,3
Queens,11429,Illness,4
Queens,11429,Lost Consciousness,19
Queens,11429,Obstruction/Debris,5
Queens,11429,Other Electronic Device,3
Queens,11429,Other Vehicular,85
Queens,11429,Outside Car Distraction,23
Queens,11429,Oversized Vehicle,6
Queens,11429,Passenger Distraction,5
Queens,11429,Passing Too Closely,28
Queens,11429,Passing or Lane Usage Improper,65
Queens,11429,Pavement Defective,3
Queens,11429,Pavement Slippery,46
Queens,11429,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,5
Queens,11429,Physical Disability,19
Queens,11429,Prescription Medication,22
Queens,11429,Reaction to Other Uninvolved Vehicle,5
Queens,11429,Reaction to Uninvolved Vehicle,38
Queens,11429,Steering Failure,1
Queens,11429,Tire Failure/Inadequate,3
Queens,11429,Traffic Control Disregarded,76
Queens,11429,Turning Improperly,87
Queens,11429,Unsafe Lane Changing,24
Queens,11429,Unsafe Speed,70
Queens,11429,Unspecified,2514
Queens,11429,View Obstructed/Limited,13
Queens,11430,Aggressive Driving/Road Rage,1
Queens,11430,Alcohol Involvement,3
Queens,11430,Backing Unsafely,8
Queens,11430,Brakes Defective,3
Queens,11430,Driver Inattention/Distraction,59
Queens,11430,Driver Inexperience,6
Queens,11430,Driverless/Runaway Vehicle,1
Queens,11430,Failure to Yield Right-of-Way,10
Queens,11430,Fatigued/Drowsy,1
Queens,11430,Following Too Closely,18
Queens,11430,Obstruction/Debris,1
Queens,11430,Other Vehicular,10
Queens,11430,Outside Car Distraction,4
Queens,11430,Oversized Vehicle,3
Queens,11430,Passing Too Closely,4
Queens,11430,Passing or Lane Usage Improper,11
Queens,11430,Pavement Defective,2
Queens,11430,Pavement Slippery,4
Queens,11430,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,1
Queens,11430,Reaction to Uninvolved Vehicle,3
Queens,11430,Steering Failure,1
Queens,11430,Traffic Control Disregarded,5
Queens,11430,Turning Improperly,4
Queens,11430,Unsafe Lane Changing,16
Queens,11430,Unsafe Speed,5
Queens,11430,Unspecified,77
Queens,11430,View Obstructed/Limited,4
Queens,11432,80,1
Queens,11432,Accelerator Defective,7
Queens,11432,Aggressive Driving/Road Rage,36
Queens,11432,Alcohol Involvement,97
Queens,11432,Animals Action,7
Queens,11432,Backing Unsafely,554
Queens,11432,Brakes Defective,34
Queens,11432,Cell Phone (hand-Held),3
Queens,11432,Driver Inattention/Distraction,2917
Queens,11432,Driver Inexperience,196
Queens,11432,Driverless/Runaway Vehicle,2
Queens,11432,Drugs (Illegal),3
Queens,11432,Drugs (illegal),2
Queens,11432,Failure to Keep Right,23
Queens,11432,Failure to Yield Right-of-Way,753
Queens,11432,Fatigued/Drowsy,184
Queens,11432,Fell Asleep,16
Queens,11432,Following Too Closely,348
Queens,11432,Glare,27
Queens,11432,Headlights Defective,1
Queens,11432,Illnes,7
Queens,11432,Illness,10
Queens,11432,Lane Marking Improper/Inadequate,1
Queens,11432,Lost Consciousness,104
Queens,11432,Obstruction/Debris,18
Queens,11432,Other Electronic Device,10
Queens,11432,Other Lighting Defects,2
Queens,11432,Other Vehicular,250
Queens,11432,Outside Car Distraction,60
Queens,11432,Oversized Vehicle,51
Queens,11432,Passenger Distraction,44
Queens,11432,Passing Too Closely,252
Queens,11432,Passing or Lane Usage Improper,266
Queens,11432,Pavement Defective,11
Queens,11432,Pavement Slippery,127
Queens,11432,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,28
Queens,11432,Physical Disability,80
Queens,11432,Prescription Medication,100
Queens,11432,Reaction to Other Uninvolved Vehicle,15
Queens,11432,Reaction to Uninvolved Vehicle,83
Queens,11432,Steering Failure,15
Queens,11432,Tire Failure/Inadequate,11
Queens,11432,Tow Hitch Defective,1
Queens,11432,Traffic Control Device Improper/Non-Working,2
Queens,11432,Traffic Control Disregarded,170
Queens,11432,Turning Improperly,238
Queens,11432,Unsafe Lane Changing,119
Queens,11432,Unsafe Speed,110
Queens,11432,Unspecified,2609
Queens,11432,View Obstructed/Limited,81
Queens,11432,Windshield Inadequate,1
Queens,11433,Accelerator Defective,5
Queens,11433,Aggressive Driving/Road Rage,28
Queens,11433,Alcohol Involvement,82
Queens,11433,Animals Action,5
Queens,11433,Backing Unsafely,256
Queens,11433,Brakes Defective,20
Queens,11433,Cell Phone (hand-Held),2
Queens,11433,Cell Phone (hands-free),1
Queens,11433,Driver Inattention/Distraction,1598
Queens,11433,Driver Inexperience,159
Queens,11433,Driverless/Runaway Vehicle,4
Queens,11433,Drugs (Illegal),1
Queens,11433,Failure to Keep Right,22
Queens,11433,Failure to Yield Right-of-Way,403
Queens,11433,Fatigued/Drowsy,50
Queens,11433,Fell Asleep,12
Queens,11433,Following Too Closely,179
Queens,11433,Glare,15
Queens,11433,Illnes,3
Queens,11433,Illness,5
Queens,11433,Lane Marking Improper/Inadequate,2
Queens,11433,Lost Consciousness,57
Queens,11433,Obstruction/Debris,5
Queens,11433,Other Electronic Device,13
Queens,11433,Other Vehicular,238
Queens,11433,Outside Car Distraction,37
Queens,11433,Oversized Vehicle,35
Queens,11433,Passenger Distraction,29
Queens,11433,Passing Too Closely,193
Queens,11433,Passing or Lane Usage Improper,227
Queens,11433,Pavement Defective,5
Queens,11433,Pavement Slippery,81
Queens,11433,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,23
Queens,11433,Physical Disability,41
Queens,11433,Prescription Medication,54
Queens,11433,Reaction to Other Uninvolved Vehicle,5
Queens,11433,Reaction to Uninvolved Vehicle,53
Queens,11433,Steering Failure,11
Queens,11433,Tire Failure/Inadequate,5
Queens,11433,Tow Hitch Defective,1
Queens,11433,Traffic Control Device Improper/Non-Working,1
Queens,11433,Traffic Control Disregarded,169
Queens,11433,Turning Improperly,146
Queens,11433,Unsafe Lane Changing,73
Queens,11433,Unsafe Speed,137
Queens,11433,Unspecified,1876
Queens,11433,View Obstructed/Limited,65
Queens,11434,80,2
Queens,11434,Accelerator Defective,7
Queens,11434,Aggressive Driving/Road Rage,65
Queens,11434,Alcohol Involvement,159
Queens,11434,Animals Action,7
Queens,11434,Backing Unsafely,411
Queens,11434,Brakes Defective,58
Queens,11434,Cell Phone (hand-Held),3
Queens,11434,Driver Inattention/Distraction,3178
Queens,11434,Driver Inexperience,165
Queens,11434,Driverless/Runaway Vehicle,9
Queens,11434,Drugs (Illegal),2
Queens,11434,Drugs (illegal),5
Queens,11434,Failure to Keep Right,17
Queens,11434,Failure to Yield Right-of-Way,744
Queens,11434,Fatigued/Drowsy,234
Queens,11434,Fell Asleep,42
Queens,11434,Following Too Closely,403
Queens,11434,Glare,25
Queens,11434,Headlights Defective,2
Queens,11434,Illnes,12
Queens,11434,Illness,8
Queens,11434,Lane Marking Improper/Inadequate,11
Queens,11434,Lost Consciousness,102
Queens,11434,Obstruction/Debris,12
Queens,11434,Other Electronic Device,10
Queens,11434,Other Lighting Defects,1
Queens,11434,Other Vehicular,193
Queens,11434,Outside Car Distraction,102
Queens,11434,Oversized Vehicle,44
Queens,11434,Passenger Distraction,30
Queens,11434,Passing Too Closely,149
Queens,11434,Passing or Lane Usage Improper,220
Queens,11434,Pavement Defective,15
Queens,11434,Pavement Slippery,127
Queens,11434,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,15
Queens,11434,Physical Disability,72
Queens,11434,Prescription Medication,149
Queens,11434,Reaction to Other Uninvolved Vehicle,10
Queens,11434,Reaction to Uninvolved Vehicle,124
Queens,11434,Shoulders Defective/Improper,2
Queens,11434,Steering Failure,19
Queens,11434,Tinted Windows,2
Queens,11434,Tire Failure/Inadequate,12
Queens,11434,Tow Hitch Defective,3
Queens,11434,Traffic Control Device Improper/Non-Working,10
Queens,11434,Traffic Control Disregarded,225
Queens,11434,Turning Improperly,295
Queens,11434,Unsafe Lane Changing,158
Queens,11434,Unsafe Speed,153
Queens,11434,Unspecified,6750
Queens,11434,Vehicle Vandalism,1
Queens,11434,View Obstructed/Limited,104
Queens,11434,Windshield Inadequate,1
Queens,11435,80,1
Queens,11435,Accelerator Defective,4
Queens,11435,Aggressive Driving/Road Rage,41
Queens,11435,Alcohol Involvement,117
Queens,11435,Animals Action,4
Queens,11435,Backing Unsafely,377
Queens,11435,Brakes Defective,29
Queens,11435,Cell Phone (hand-Held),2
Queens,11435,Driver Inattention/Distraction,2181
Queens,11435,Driver Inexperience,165
Queens,11435,Driverless/Runaway Vehicle,1
Queens,11435,Drugs (Illegal),7
Queens,11435,Drugs (illegal),2
Queens,11435,Eating or Drinking,1
Queens,11435,Failure to Keep Right,15
Queens,11435,Failure to Yield Right-of-Way,656
Queens,11435,Fatigued/Drowsy,115
Queens,11435,Fell Asleep,22
Queens,11435,Following Too Closely,258
Queens,11435,Glare,21
Queens,11435,Illnes,6
Queens,11435,Illness,5
Queens,11435,Lane Marking Improper/Inadequate,3
Queens,11435,Lost Consciousness,78
Queens,11435,Obstruction/Debris,13
Queens,11435,Other Electronic Device,9
Queens,11435,Other Vehicular,253
Queens,11435,Outside Car Distraction,48
Queens,11435,Oversized Vehicle,51
Queens,11435,Passenger Distraction,27
Queens,11435,Passing Too Closely,240
Queens,11435,Passing or Lane Usage Improper,302
Queens,11435,Pavement Defective,4
Queens,11435,Pavement Slippery,99
Queens,11435,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,36
Queens,11435,Physical Disability,64
Queens,11435,Prescription Medication,66
Queens,11435,Reaction to Other Uninvolved Vehicle,9
Queens,11435,Reaction to Uninvolved Vehicle,60
Queens,11435,Steering Failure,11
Queens,11435,Tire Failure/Inadequate,6
Queens,11435,Traffic Control Device Improper/Non-Working,2
Queens,11435,Traffic Control Disregarded,258
Queens,11435,Turning Improperly,175
Queens,11435,Unsafe Lane Changing,87
Queens,11435,Unsafe Speed,122
Queens,11435,Unspecified,2256
Queens,11435,Vehicle Vandalism,1
Queens,11435,View Obstructed/Limited,73
Queens,11436,80,1
Queens,11436,Accelerator Defective,1
Queens,11436,Aggressive Driving/Road Rage,15
